term_id,level,unit,period,region,term,term_type,q1_axis,question_1,answer_1,q2_axis,question_2,answer_2,q3_axis,question_3,answer_3,q4_axis,question_4,answer_4,integrated_question,total_explanation,core_keywords
87,歴史の骨格,帝国主義・世界大戦,1929年以降,アメリカから世界各地,世界恐慌,経済危機,開始,世界恐慌の象徴的な始まりは何か？,1929年10月のニューヨーク株式市場の大暴落である。,拡大,アメリカの金融危機が世界へ広がったのはなぜか？,国際的な融資・貿易・金本位制を通じて各国経済が結びついていたから。,社会,世界恐慌は、人々の生活にどのような影響を与えたか？,銀行倒産、企業閉鎖、大量失業、農産物価格下落、貧困を引き起こした。,政治,世界恐慌は、政治と国際関係にどのような影響を与えたか？,国家介入と保護貿易を強め、ドイツなどで急進的・権威主義的勢力の台頭を促した。,世界恐慌について、1929年・世界化の仕組み・社会的被害・政治的影響を説明せよ。,世界恐慌は、1929年のニューヨーク株式市場の暴落を契機に広がった世界的な経済危機である。金融と貿易の結びつきによって各国へ波及し、銀行倒産・大量失業・貧困を生んだ。各国は国家介入や保護貿易を強め、国際協調の崩壊とファシズム台頭の背景となった。,1929年;株価暴落;銀行倒産;失業;保護貿易;国家介入;ファシズム
88,歴史の骨格,帝国主義・世界大戦,1920年代〜1945年,主にヨーロッパ,ファシズム,政治思想・体制,定義,ファシズムとは何か？,議会制・自由主義・共産主義を敵視し、強い指導者、国家・民族の統一、暴力的動員を重視する権威主義的思想・運動である。,代表,ファシズム政権を最初に成立させたイタリアの指導者は誰か？,ベニート＝ムッソリーニである。,ナチズム,ドイツのナチズムは、一般的なファシズムに何を強く加えたか？,極端な人種主義、反ユダヤ主義、生活圏拡大の思想を強く加えた。,背景・影響,ファシズムが支持を広げた背景と結果は何か？,戦後不満、恐慌、共産主義への恐怖を利用して支持を広げ、独裁・侵略・迫害・戦争をもたらした。,ファシズムについて、特徴・代表例・ナチズムとの関係・台頭の背景と結果を説明せよ。,ファシズムは、第一次世界大戦後の不安と世界恐慌を背景に広がった、反自由主義・反共産主義・極端な国家主義を特徴とする権威主義的運動である。ムッソリーニのイタリアが代表例で、ドイツのナチズムは人種主義と反ユダヤ主義をさらに強め、侵略と大量迫害へ進んだ。,反自由主義;反共産主義;国家主義;ムッソリーニ;ナチズム;人種主義;独裁
89,歴史の骨格,帝国主義・世界大戦,1939年〜1945年,ヨーロッパ・アジア太平洋・世界各地,第二次世界大戦,世界戦争,開始,ヨーロッパで第二次世界大戦が始まった直接のきっかけは何か？,1939年9月のドイツによるポーランド侵攻である。,背景,第二次世界大戦の背景には、どのような国際秩序の問題があったか？,ヴェルサイユ体制への不満、世界恐慌、ファシズム諸国の侵略、宥和政策の失敗があった。,特徴,第二次世界大戦が人類史上特に破壊的だった理由は何か？,世界規模の総力戦、民間人への攻撃、ホロコースト、無差別爆撃、原子爆弾が行われたから。,結果,第二次世界大戦後、国際社会はどのように再編されたか？,枢軸国が敗北し、国際連合が成立し、アメリカとソ連を中心とする冷戦と脱植民地化が始まった。,第二次世界大戦について、開始・背景・戦争の特徴・戦後秩序を説明せよ。,第二次世界大戦は、ヴェルサイユ体制の不安定、世界恐慌、ファシズム諸国の侵略を背景に、1939年のドイツによるポーランド侵攻からヨーロッパで始まった。アジア太平洋を含む総力戦となり、ホロコーストと原爆投下を伴った。1945年に枢軸国が敗れ、国際連合と冷戦の時代が始まった。,1939年;ポーランド侵攻;枢軸国;総力戦;ホロコースト;原子爆弾;1945年
90,歴史の骨格,冷戦・脱植民地化・現代,1945年以降,世界,国際連合,国際機構,成立,国際連合は、いつ、何の反省から成立したか？,1945年、第二次世界大戦と国際連盟の失敗への反省から成立した。,目的,国際連合の主な目的は何か？,国際平和と安全の維持、人権尊重、国際協力、社会・経済開発である。,機関,国際平和と安全について主要な責任を持つ機関は何か？,安全保障理事会である。,限界,国際連合の安全保障理事会が行動できないことがある主な理由は何か？,五つの常任理事国が拒否権を持ち、大国間対立で決議が止まることがあるから。,国際連合について、成立・目的・安全保障理事会・拒否権と限界を説明せよ。,国際連合は、第二次世界大戦後の1945年に、国際平和・安全、人権、開発、国際協力を目的として設立された。総会、安全保障理事会、経済社会理事会などを持つ。普遍的な国際フォーラムとして重要だが、安保理常任理事国の拒否権により行動が制約されることもある。,1945年;国際平和;総会;安全保障理事会;常任理事国;拒否権
91,歴史の骨格,冷戦・脱植民地化・現代,1940年代後半〜1991年,世界,冷戦,国際対立,定義,冷戦とは何か？,第二次世界大戦後、アメリカを中心とする西側とソ連を中心とする東側が、全面戦争を避けながら対立した状態である。,対立軸,冷戦の中心となった政治・経済思想の対立は何か？,資本主義・自由主義と、社会主義・共産主義の対立である。,手段,冷戦は、どのような形で世界各地に現れたか？,軍事同盟、核軍拡、宣伝、経済援助、宇宙開発、代理戦争として現れた。,終結,冷戦は、いつ頃、どのような出来事を経て終結したか？,1989年の東欧革命とベルリンの壁崩壊、1991年のソ連崩壊を経て終結した。,冷戦について、陣営・思想対立・対立の手段・終結を説明せよ。,冷戦は、第二次世界大戦後から1991年まで、アメリカを中心とする西側陣営とソ連を中心とする東側陣営が、核戦争を避けながら世界規模で対立した状態である。軍事同盟、核軍拡、経済援助、代理戦争が続き、東欧革命とソ連崩壊によって終結した。,アメリカ;ソ連;資本主義;社会主義;核軍拡;代理戦争;1991年
92,歴史の骨格,冷戦・脱植民地化・現代,1949年以降,中国,中華人民共和国,国家,成立,中華人民共和国は、いつ、誰の指導で成立したか？,1949年10月1日、毛沢東を中心とする中国共産党の指導で成立した。,背景,成立前、中国共産党はどの勢力との内戦に勝利したか？,蔣介石が率いる中国国民党に勝利した。,毛沢東期,毛沢東時代に行われ、大きな混乱を招いた二つの運動は何か？,大躍進政策と文化大革命である。,改革,1978年以降、中国の経済路線を大きく変えた指導者と政策は何か？,鄧小平の指導下で進められた改革・開放政策である。,中華人民共和国について、1949年成立・国共内戦・毛沢東期・改革開放を説明せよ。,中華人民共和国は、国共内戦に勝利した中国共産党が、毛沢東の指導で1949年に建国した社会主義国家である。土地改革と社会主義化を進めたが、大躍進政策と文化大革命は深刻な混乱を招いた。1978年以降、鄧小平の改革・開放で市場的要素を取り入れ、急速に成長した。,1949年;毛沢東;中国共産党;国共内戦;大躍進政策;文化大革命;改革開放
93,歴史の骨格,冷戦・脱植民地化・現代,1950年〜1953年,朝鮮半島,朝鮮戦争,戦争・代理戦争,開始,朝鮮戦争は、どのように始まったか？,1950年6月、北朝鮮軍が38度線を越えて韓国へ侵攻して始まった。,陣営,朝鮮戦争で韓国側と北朝鮮側を主に支援した勢力は何か？,韓国側をアメリカ中心の国連軍が、北朝鮮側を中国が支援し、ソ連も後方支援した。,結果,朝鮮戦争は、どのように終わったか？,1953年に休戦協定が結ばれたが、平和条約は結ばれず、分断が続いた。,影響,朝鮮戦争は、冷戦にどのような影響を与えたか？,冷戦を軍事化し、東アジアの軍備拡大とアメリカの同盟網強化を促した。,朝鮮戦争について、開始・国際介入・休戦・冷戦への影響を説明せよ。,朝鮮戦争は、1950年に北朝鮮が韓国へ侵攻して始まった冷戦下の戦争である。韓国側にはアメリカ中心の国連軍、北朝鮮側には中国人民志願軍が介入した。1953年に休戦したが講和は成立せず、朝鮮半島の分断は継続し、東アジアの冷戦を軍事化した。,1950年;38度線;北朝鮮;韓国;国連軍;中国人民志願軍;1953年
94,歴史の骨格,冷戦・脱植民地化・現代,主に1955年〜1975年,ベトナム・インドシナ,ベトナム戦争,戦争・民族解放戦争,背景,ベトナム戦争は、どのような二つの対立が重なった戦争か？,植民地支配からの民族解放と、冷戦下の社会主義・反共陣営の対立が重なった戦争である。,陣営,ベトナム戦争で、北ベトナムと南ベトナムを主に支援した国はどこか？,北をソ連・中国が支援し、南をアメリカが支援した。,アメリカ,アメリカが本格的に軍事介入を拡大したのは、何年代か？,1960年代、特に1965年以降である。,結果,ベトナム戦争は、どのような結果に終わったか？,アメリカ軍が撤退し、1975年に北側が勝利して、翌年ベトナムが統一された。,ベトナム戦争について、民族解放と冷戦・陣営・アメリカ介入・統一を説明せよ。,ベトナム戦争は、フランス植民地支配からの解放過程と冷戦が重なった戦争である。北ベトナムと南ベトナム解放民族戦線に対し、アメリカは南ベトナムを支援して大規模介入した。反戦世論と戦況悪化の中で米軍は撤退し、1975年に北側が勝利して統一へ進んだ。,民族解放;北ベトナム;南ベトナム解放民族戦線;アメリカ;1965年;1975年
95,歴史の骨格,冷戦・脱植民地化・現代,主に1940年代後半〜1970年代,アジア・アフリカ・カリブ海など,脱植民地化,世界的政治変動,定義,脱植民地化とは何か？,植民地が宗主国の支配から離れ、独立国家となっていく過程である。,背景,第二次世界大戦後に脱植民地化が進んだ主な理由は何か？,宗主国の弱体化、民族運動の成長、植民地主義批判、国際連合の成立、冷戦下の国際環境である。,方法,植民地独立は、どのような方法で達成されたか？,交渉と非暴力運動で達成した場合もあれば、武装闘争や長期戦争を経た場合もあった。,課題,新独立国は、独立後にどのような課題を抱えたか？,植民地時代の国境、経済依存、民族対立、国家建設、冷戦への巻き込まれなどである。,脱植民地化について、定義・戦後に進んだ理由・独立方法・独立後の課題を説明せよ。,脱植民地化は、第二次世界大戦後を中心に、アジア・アフリカなどの植民地が宗主国から独立した過程である。宗主国の弱体化と民族運動、国際的な植民地主義批判が背景にあり、交渉・非暴力運動・武装闘争など多様な形で進んだ。独立後は国境・経済依存・国家建設が課題となった。,第二次世界大戦後;民族運動;独立;宗主国;国際連合;国家建設;経済依存
96,歴史の骨格,冷戦・脱植民地化・現代,主に1885年〜1947年,南アジア,インド独立,民族独立運動,組織,インド独立運動の中心的組織となった政党は何か？,インド国民会議である。,人物・方法,非暴力・不服従運動を指導した人物は誰か？,マハトマ＝ガンディーである。,独立,イギリス領インドが独立したのは何年か？,1947年である。,分離,独立時、英領インドはなぜインドとパキスタンに分離したか？,ヒンドゥー教徒とムスリムの政治的対立と、ムスリム連盟の分離国家要求が強まったためである。,インド独立について、国民会議・ガンディー・1947年・インドとパキスタンの分離を説明せよ。,インド独立は、インド国民会議を中心とする民族運動と、ガンディーの非暴力・不服従運動などを通じて進んだ。第二次世界大戦後、イギリスは支配を維持できなくなり、1947年に独立を認めた。ただし宗教対立からインドとパキスタンに分離され、大規模な移住と暴力が起きた。,インド国民会議;ガンディー;非暴力;不服従;1947年;パキスタン;分離独立
97,歴史の骨格,冷戦・脱植民地化・現代,主に1950年代〜1970年代,アフリカ大陸,アフリカ諸国の独立,民族独立運動,先例,サハラ以南のイギリス植民地で、1957年に独立した国はどこか？,ガーナである。,指導者,ガーナ独立を指導し、パン＝アフリカ主義を唱えた人物は誰か？,クワメ＝ンクルマである。,集中期,アフリカで多数の国が独立し、「アフリカの年」と呼ばれたのは何年か？,1960年である。,課題,独立したアフリカ諸国が直面した主な課題は何か？,植民地国境、単一産品依存、民族対立、軍事政権、冷戦介入などである。,アフリカ諸国の独立について、ガーナ・1960年・独立の背景・独立後の課題を説明せよ。,アフリカ諸国の独立は、第二次世界大戦後の民族運動と宗主国の弱体化を背景に進んだ。1957年にガーナが独立し、1960年には多数の国が独立して「アフリカの年」と呼ばれた。政治的独立後も、植民地国境、資源依存、冷戦介入、国家建設などの課題が残った。,ガーナ;ンクルマ;1957年;1960年;アフリカの年;植民地国境;資源依存
98,歴史の骨格,冷戦・脱植民地化・現代,1962年10月,キューバ・カリブ海・米ソ関係,キューバ危機,国際危機,原因,キューバ危機は、ソ連がキューバに何を配備したことで起きたか？,核弾頭を搭載可能な中距離ミサイルを配備したことで起きた。,対応,アメリカのケネディ大統領は、どのような対応を取ったか？,キューバ周辺の海上封鎖を発表し、ミサイル撤去を要求した。,解決,危機は、どのような合意で回避されたか？,ソ連がキューバのミサイルを撤去し、アメリカがキューバへ侵攻しないと約束し、さらにトルコの米軍ミサイル撤去も秘密裏に合意して回避された。,影響,キューバ危機は、米ソ関係にどのような影響を与えたか？,核戦争の危険を痛感させ、ホットライン設置や部分的核実験禁止条約など危機管理の強化につながった。,キューバ危機について、ミサイル配備・アメリカの対応・解決・核軍備管理への影響を説明せよ。,キューバ危機は、1962年にソ連がキューバへ核ミサイルを配備したことで、米ソが核戦争寸前まで対立した危機である。ケネディ政権は海上封鎖を行い、ソ連の撤去、米国のキューバ不侵攻、トルコの米軍ミサイル撤去により解決した。危機後、両国は連絡体制と核軍備管理を強化した。,1962年;ソ連;キューバ;核ミサイル;ケネディ;海上封鎖;ホットライン
99,歴史の骨格,冷戦・脱植民地化・現代,1950年代以降,ヨーロッパ,ヨーロッパ統合,地域統合,目的,第二次世界大戦後、ヨーロッパ統合が進められた主な目的は何か？,独仏対立を抑えて戦争を防ぎ、経済復興と国際的な発言力を高めるためだった。,出発点,1951年に成立し、石炭と鉄鋼を共同管理した組織は何か？,ヨーロッパ石炭鉄鋼共同体、ECSCである。,発展,1957年のローマ条約によって成立した共同体は何か？,ヨーロッパ経済共同体、EECである。,EU,現在の欧州連合につながるEUが発足したのは何年か？,マーストリヒト条約が発効した1993年である。,ヨーロッパ統合について、戦後の目的・ECSC・EEC・EUへの発展を説明せよ。,ヨーロッパ統合は、第二次世界大戦後、戦争防止と経済復興を目的に進められた地域協力である。1951年のECSCで石炭・鉄鋼を共同管理し、1957年のEECで共同市場を目指した。協力分野と加盟国を広げ、1993年にEUが発足し、主権の一部を共同機関で運用している。,独仏和解;ECSC;1951年;EEC;1957年;マーストリヒト条約;EU
100,歴史の骨格,冷戦・脱植民地化・現代,1985年〜1991年,ソ連・東ヨーロッパ,ソ連崩壊,国家解体・国際秩序変動,改革,ソ連末期にペレストロイカとグラスノスチを進めた指導者は誰か？,ミハイル＝ゴルバチョフである。,背景,ソ連が弱体化した主な原因は何か？,経済停滞、軍拡負担、政治制度の硬直、民族問題、改革による統制低下である。,東欧,1989年、ソ連の影響下にあった東ヨーロッパで何が起きたか？,東欧革命が起き、社会主義政権が相次いで崩壊し、ベルリンの壁も開放された。,解体,ソ連はいつ、どのように消滅したか？,1991年12月、構成共和国が相次いで独立し、ソ連は正式に解体した。,ソ連崩壊について、ゴルバチョフ改革・経済と民族問題・東欧革命・1991年の解体を説明せよ。,ソ連崩壊は、経済停滞、軍拡負担、政治の硬直、民族問題を背景に進んだ。ゴルバチョフは1985年以降ペレストロイカとグラスノスチを進めたが、統制の弱まりと危機を止められなかった。1989年の東欧革命を経て各共和国が独立し、1991年12月にソ連は消滅した。,ゴルバチョフ;ペレストロイカ;グラスノスチ;東欧革命;ベルリンの壁;1991年
