dataset_label,item_id,importance_rank,difficulty_label,curriculum_scope,domain,unit,subunit,item,reading,aliases,prerequisite_ids,time_sensitivity,reference_date,legal_basis,card_id,card_type,focus,question,answer,accepted_answers,explanation,confusable_with,distinction,formula,answer_unit,memory_aid,source_name,source_url,reading_map
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000291,291,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,公開市場操作,こうかいしじょうそうさ,オペレーション｜オペ,PE-000290,stable,該当なし,なし,PE-000291-C01,identify,中央銀行が金融市場で国債などを売買し、資金量や金利に働きかける政策手段。,次の説明に当てはまる用語は何か。中央銀行が金融市場で国債などを売買し、資金量や金利に働きかける政策手段。,公開市場操作,公開市場操作｜オペレーション｜オペ,中央銀行が金融市場で国債などを売買し、資金量や金利に働きかける政策手段。,なし,なし,なし,なし,なし,日本銀行「金融政策の概要」,https://www.boj.or.jp/mopo/outline/index.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000292,292,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,買いオペレーション,かいおぺれーしょん,買いオペ,PE-000291,stable,該当なし,なし,PE-000292-C01,relation,市場資金への作用,ほかの条件が一定のとき、日本銀行の買いオペレーションは金融市場へ資金を供給するか、吸収するか。,供給する,供給する｜資金を供給する,中央銀行が金融機関から国債などを買い、金融市場へ資金を供給する操作。,売りオペレーション,買いオペは資金供給、売りオペは資金吸収。,なし,なし,なし,日本銀行「金融政策の概要」,https://www.boj.or.jp/mopo/outline/index.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000293,293,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,売りオペレーション,うりおぺれーしょん,売りオペ,PE-000291,stable,該当なし,なし,PE-000293-C01,relation,市場資金への作用,ほかの条件が一定のとき、日本銀行の売りオペレーションは金融市場へ資金を供給するか、吸収するか。,吸収する,吸収する｜資金を吸収する,中央銀行が金融機関へ国債などを売り、金融市場から資金を吸収する操作。,買いオペレーション,売りオペは資金吸収、買いオペは資金供給。,なし,なし,なし,日本銀行「金融政策の概要」,https://www.boj.or.jp/mopo/outline/index.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000294,294,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,政策金利,せいさくきんり,なし,なし,stable,該当なし,なし,PE-000294-C01,identify,中央銀行が金融政策を運営する際に誘導・設定する基準的な金利。,次の説明に当てはまる用語は何か。中央銀行が金融政策を運営する際に誘導・設定する基準的な金利。,政策金利,政策金利,中央銀行が金融政策を運営する際に誘導・設定する基準的な金利。,なし,なし,なし,なし,なし,日本銀行「金融政策の概要」,https://www.boj.or.jp/mopo/outline/index.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000295,295,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,金融緩和,きんゆうかんわ,なし,PE-000290,stable,該当なし,なし,PE-000295-C01,identify,金利低下や資金供給の増加を通じて、借入・投資・消費を促す金融政策。,次の説明に当てはまる用語は何か。金利低下や資金供給の増加を通じて、借入・投資・消費を促す金融政策。,金融緩和,金融緩和,金利低下や資金供給の増加を通じて、借入・投資・消費を促す金融政策。,なし,なし,なし,なし,なし,日本銀行「金融政策の概要」,https://www.boj.or.jp/mopo/outline/index.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000296,296,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,金融引締め,きんゆうひきしめ,なし,PE-000290,stable,該当なし,なし,PE-000296-C01,identify,金利上昇や資金供給の抑制を通じて、過熱や物価上昇を抑える金融政策。,次の説明に当てはまる用語は何か。金利上昇や資金供給の抑制を通じて、過熱や物価上昇を抑える金融政策。,金融引締め,金融引締め,金利上昇や資金供給の抑制を通じて、過熱や物価上昇を抑える金融政策。,なし,なし,なし,なし,なし,日本銀行「金融政策の概要」,https://www.boj.or.jp/mopo/outline/index.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000297,297,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,最後の貸し手,さいごのかして,なし,なし,stable,該当なし,なし,PE-000297-C01,identify,金融危機時に中央銀行が一時的な資金不足の金融機関へ資金を供給する機能。,次の説明に当てはまる用語は何か。金融危機時に中央銀行が一時的な資金不足の金融機関へ資金を供給する機能。,最後の貸し手,最後の貸し手,金融危機時に中央銀行が一時的な資金不足の金融機関へ資金を供給する機能。,なし,なし,なし,なし,なし,日本銀行「教えて！にちぎん」,https://www.boj.or.jp/about/education/oshiete/,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000298,298,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,金利,きんり,なし,なし,stable,該当なし,なし,PE-000298-C01,identify,資金の貸借に対して支払われる利子の元金に対する割合。,次の説明に当てはまる用語は何か。資金の貸借に対して支払われる利子の元金に対する割合。,金利,金利,資金の貸借に対して支払われる利子の元金に対する割合。,なし,なし,なし,なし,なし,日本銀行「教えて！にちぎん」,https://www.boj.or.jp/about/education/oshiete/,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000299,299,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,名目金利,めいもくきんり,なし,なし,stable,該当なし,なし,PE-000299-C01,identify,物価変動を調整していない、表示された金利。,次の説明に当てはまる用語は何か。物価変動を調整していない、表示された金利。,名目金利,名目金利,物価変動を調整していない、表示された金利。,なし,なし,なし,なし,なし,日本銀行「教えて！にちぎん」,https://www.boj.or.jp/about/education/oshiete/,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000300,300,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,実質金利,じっしつきんり,なし,PE-000299,stable,該当なし,なし,PE-000300-C01,formula,近似式,実質金利の近似式を答えよ。,名目金利－予想インフレ率,名目金利－予想インフレ率｜名目金利－予想物価上昇率,名目金利から予想インフレ率を差し引いた実質的な金利。,なし,なし,実質金利≒名目金利－予想インフレ率,%,なし,日本銀行「教えて！にちぎん」,https://www.boj.or.jp/about/education/oshiete/,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000301,301,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,債券,さいけん,なし,なし,stable,該当なし,なし,PE-000301-C01,identify,国や企業などが資金を借り入れ、利子と元本の返済を約束して発行する証券。,次の説明に当てはまる用語は何か。国や企業などが資金を借り入れ、利子と元本の返済を約束して発行する証券。,債券,債券,国や企業などが資金を借り入れ、利子と元本の返済を約束して発行する証券。,株式,債券は借入証券、株式は出資持分。,なし,なし,なし,日本銀行「教えて！にちぎん」,https://www.boj.or.jp/about/education/oshiete/,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000302,302,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,株式,かぶしき,なし,なし,stable,該当なし,なし,PE-000302-C01,identify,株式会社への出資持分を表し、株主としての権利を与える証券。,次の説明に当てはまる用語は何か。株式会社への出資持分を表し、株主としての権利を与える証券。,株式,株式,株式会社への出資持分を表し、株主としての権利を与える証券。,なし,なし,なし,なし,なし,日本銀行「教えて！にちぎん」,https://www.boj.or.jp/about/education/oshiete/,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000303,303,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,直接金融,ちょくせつきんゆう,なし,PE-000301｜PE-000302,stable,該当なし,なし,PE-000303-C01,identify,企業などが株式・債券を発行し、資金供給者から直接資金を調達する方法。,次の説明に当てはまる用語は何か。企業などが株式・債券を発行し、資金供給者から直接資金を調達する方法。,直接金融,直接金融,企業などが株式・債券を発行し、資金供給者から直接資金を調達する方法。,間接金融,直接金融は証券を通じ資金供給者と需要者が直接結び付く。,なし,なし,なし,日本銀行「教えて！にちぎん」,https://www.boj.or.jp/about/education/oshiete/,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000304,304,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,間接金融,かんせつきんゆう,なし,なし,stable,該当なし,なし,PE-000304-C01,identify,銀行などの金融機関が預金を集め、資金需要者へ貸し出す方法。,次の説明に当てはまる用語は何か。銀行などの金融機関が預金を集め、資金需要者へ貸し出す方法。,間接金融,間接金融,銀行などの金融機関が預金を集め、資金需要者へ貸し出す方法。,直接金融,間接金融は銀行などが資金を仲介する。,なし,なし,なし,日本銀行「教えて！にちぎん」,https://www.boj.or.jp/about/education/oshiete/,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000305,305,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,財政,ざいせい,なし,なし,stable,該当なし,なし,PE-000305-C01,identify,政府が租税や公債で収入を得て、公共サービスなどへ支出する経済活動。,次の説明に当てはまる用語は何か。政府が租税や公債で収入を得て、公共サービスなどへ支出する経済活動。,財政,財政,政府が租税や公債で収入を得て、公共サービスなどへ支出する経済活動。,なし,なし,なし,なし,なし,財務省「予算・決算」,https://www.mof.go.jp/policy/budget/,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000306,306,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,財政政策,ざいせいせいさく,なし,PE-000305,stable,該当なし,なし,PE-000306-C01,identify,政府が歳出や租税を変え、景気・雇用・所得分配などに働きかける政策。,次の説明に当てはまる用語は何か。政府が歳出や租税を変え、景気・雇用・所得分配などに働きかける政策。,財政政策,財政政策,政府が歳出や租税を変え、景気・雇用・所得分配などに働きかける政策。,なし,なし,なし,なし,なし,財務省「予算・決算」,https://www.mof.go.jp/policy/budget/,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000307,307,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,予算,よさん,なし,なし,stable,該当なし,日本国憲法第83条～第86条・財政法,PE-000307-C01,identify,一会計年度における国の収入と支出の見積り・計画。,次の説明に当てはまる用語は何か。一会計年度における国の収入と支出の見積り・計画。,予算,予算,一会計年度における国の収入と支出の見積り・計画。,なし,なし,なし,なし,なし,財務省「予算・決算」,https://www.mof.go.jp/policy/budget/,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000308,308,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,一般会計,いっぱんかいけい,なし,PE-000307,stable,該当なし,なし,PE-000308-C01,identify,国の基本的な行政に必要な歳入・歳出を一体的に扱う会計。,次の説明に当てはまる用語は何か。国の基本的な行政に必要な歳入・歳出を一体的に扱う会計。,一般会計,一般会計,国の基本的な行政に必要な歳入・歳出を一体的に扱う会計。,なし,なし,なし,なし,なし,財務省「予算・決算」,https://www.mof.go.jp/policy/budget/,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000309,309,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,特別会計,とくべつかいけい,なし,PE-000307,stable,該当なし,なし,PE-000309-C01,identify,特定の事業や資金を一般会計と区分し、個別に経理する会計。,次の説明に当てはまる用語は何か。特定の事業や資金を一般会計と区分し、個別に経理する会計。,特別会計,特別会計,特定の事業や資金を一般会計と区分し、個別に経理する会計。,なし,なし,なし,なし,なし,財務省「予算・決算」,https://www.mof.go.jp/policy/budget/,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000310,310,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,租税,そぜい,なし,なし,stable,該当なし,なし,PE-000310-C01,identify,国や地方公共団体が公共サービスの財源として、法律・条例に基づき強制的に徴収する金銭。,次の説明に当てはまる用語は何か。国や地方公共団体が公共サービスの財源として、法律・条例に基づき強制的に徴収する金銭。,租税,租税,国や地方公共団体が公共サービスの財源として、法律・条例に基づき強制的に徴収する金銭。,なし,なし,なし,なし,なし,財務省「税制」,https://www.mof.go.jp/tax_policy/summary/,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000311,311,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,直接税,ちょくせつぜい,なし,PE-000310,stable,該当なし,なし,PE-000311-C01,identify,法律上の納税者と実際の負担者が原則として同じ税。,次の説明に当てはまる用語は何か。法律上の納税者と実際の負担者が原則として同じ税。,直接税,直接税,法律上の納税者と実際の負担者が原則として同じ税。,間接税,直接税は納税者と負担者が原則同じ、間接税は異なり得る。,なし,なし,なし,財務省「税制」,https://www.mof.go.jp/tax_policy/summary/,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000312,312,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,間接税,かんせつぜい,なし,PE-000310,stable,該当なし,なし,PE-000312-C01,identify,法律上の納税者から別の人へ税負担が転嫁され得る税。,次の説明に当てはまる用語は何か。法律上の納税者から別の人へ税負担が転嫁され得る税。,間接税,間接税,法律上の納税者から別の人へ税負担が転嫁され得る税。,直接税,間接税は納税者から他者へ負担が転嫁され得る。,なし,なし,なし,財務省「税制」,https://www.mof.go.jp/tax_policy/summary/,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000313,313,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,累進課税,るいしんかぜい,なし,PE-000311,stable,該当なし,なし,PE-000313-C01,identify,課税対象の所得などが増えるほど、適用される税率が高くなる仕組み。,次の説明に当てはまる用語は何か。課税対象の所得などが増えるほど、適用される税率が高くなる仕組み。,累進課税,累進課税,課税対象の所得などが増えるほど、適用される税率が高くなる仕組み。,なし,なし,なし,なし,なし,財務省「税制」,https://www.mof.go.jp/tax_policy/summary/,累進=るいしん
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000314,314,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,所得税,しょとくぜい,なし,PE-000311,stable,該当なし,なし,PE-000314-C01,identify,個人の所得に対して課される国税。,次の説明に当てはまる用語は何か。個人の所得に対して課される国税。,所得税,所得税,個人の所得に対して課される国税。,なし,なし,なし,なし,なし,財務省「税制」,https://www.mof.go.jp/tax_policy/summary/,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000315,315,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,消費税,しょうひぜい,なし,PE-000312,stable,該当なし,なし,PE-000315-C01,identify,財・サービスの消費に広く負担を求め、事業者が納付する間接税。,次の説明に当てはまる用語は何か。財・サービスの消費に広く負担を求め、事業者が納付する間接税。,消費税,消費税,財・サービスの消費に広く負担を求め、事業者が納付する間接税。,なし,なし,なし,なし,なし,財務省「税制」,https://www.mof.go.jp/tax_policy/summary/,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000316,316,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,国債,こくさい,なし,PE-000305,stable,該当なし,財政法・特例公債法等,PE-000316-C01,identify,国が財政資金を調達するために発行する債券。,次の説明に当てはまる用語は何か。国が財政資金を調達するために発行する債券。,国債,国債,国が財政資金を調達するために発行する債券。,なし,なし,なし,なし,なし,財務省「予算・決算」,https://www.mof.go.jp/policy/budget/,国債=こくさい
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000317,317,Deck 1・骨格,政治・経済,経済,国民経済,マクロ経済・金融・財政,プライマリーバランス,ぷらいまりーばらんす,基礎的財政収支｜PB,PE-000305,stable,該当なし,なし,PE-000317-C01,formula,基本式,一般会計のプライマリーバランスを簡便に表す基本式を答えよ。,国債発行収入を除く歳入－国債の元利払いを除く歳出,国債発行収入を除く歳入－国債の元利払いを除く歳出｜税収等－国債費を除く歳出,国債の元利払いを除く歳出と、国債発行収入を除く歳入の収支。,なし,なし,PB＝国債発行収入を除く歳入－国債の元利払いを除く歳出,なし,なし,財務省「財政に関する資料」,https://www.mof.go.jp/tax_policy/summary/condition/a02.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000318,318,Deck 1・骨格,両方,複合,現代社会の課題,労働・社会保障・消費者・環境,労働三法,ろうどうさんぽう,なし,PE-000072,stable,該当なし,なし,PE-000318-C01,relation,三法の列挙,労働三法を3つ答えよ。,労働基準法・労働組合法・労働関係調整法,労働基準法・労働組合法・労働関係調整法｜労基法・労組法・労調法,労働基準法・労働組合法・労働関係調整法の三つをまとめた呼称。,なし,なし,なし,なし,なし,厚生労働省「労働法の基礎」,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/koyou_roudou/roudouzenpan/labor_education.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000319,319,Deck 1・骨格,両方,複合,現代社会の課題,労働・社会保障・消費者・環境,労働基準法,ろうどうきじゅんほう,なし,なし,law_as_of_date,2026-08-22,労働基準法,PE-000319-C01,identify,労働条件の最低基準を定め、労働者を保護する法律。,2026年8月22日時点で、次の説明に当てはまる用語は何か。労働条件の最低基準を定め、労働者を保護する法律。,労働基準法,労働基準法,労働条件の最低基準を定め、労働者を保護する法律。,なし,なし,なし,なし,なし,e-Gov法令検索「労働基準法」,https://elaws.e-gov.go.jp/document?lawid=322AC0000000049,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000320,320,Deck 1・骨格,両方,複合,現代社会の課題,労働・社会保障・消費者・環境,労働組合法,ろうどうくみあいほう,なし,なし,law_as_of_date,2026-08-22,労働組合法,PE-000320-C01,identify,労働者の団結権・団体交渉権・団体行動権を具体的に保障する法律。,2026年8月22日時点で、次の説明に当てはまる用語は何か。労働者の団結権・団体交渉権・団体行動権を具体的に保障する法律。,労働組合法,労働組合法,労働者の団結権・団体交渉権・団体行動権を具体的に保障する法律。,なし,なし,なし,なし,なし,e-Gov法令検索「労働組合法」,https://elaws.e-gov.go.jp/document?lawid=324AC0000000174,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000321,321,Deck 1・骨格,両方,複合,現代社会の課題,労働・社会保障・消費者・環境,労働関係調整法,ろうどうかんけいちょうせいほう,なし,なし,law_as_of_date,2026-08-22,労働関係調整法,PE-000321-C01,identify,あっせん・調停・仲裁などにより労働争議の予防・解決を図る法律。,2026年8月22日時点で、次の説明に当てはまる用語は何か。あっせん・調停・仲裁などにより労働争議の予防・解決を図る法律。,労働関係調整法,労働関係調整法,あっせん・調停・仲裁などにより労働争議の予防・解決を図る法律。,なし,なし,なし,なし,なし,e-Gov法令検索「労働関係調整法」,https://elaws.e-gov.go.jp/document?lawid=321AC0000000025,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000322,322,Deck 1・骨格,両方,複合,現代社会の課題,労働・社会保障・消費者・環境,労働組合,ろうどうくみあい,なし,PE-000073,stable,該当なし,なし,PE-000322-C01,identify,労働者が労働条件の維持・改善などを主目的として自主的に組織する団体。,次の説明に当てはまる用語は何か。労働者が労働条件の維持・改善などを主目的として自主的に組織する団体。,労働組合,労働組合,労働者が労働条件の維持・改善などを主目的として自主的に組織する団体。,なし,なし,なし,なし,なし,厚生労働省「労働法の基礎」,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/koyou_roudou/roudouzenpan/labor_education.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000323,323,Deck 1・骨格,両方,複合,現代社会の課題,労働・社会保障・消費者・環境,不当労働行為,ふとうろうどうこうい,なし,PE-000320,law_as_of_date,2026-08-22,労働組合法第7条,PE-000323-C01,identify,労働組合への加入を理由とする不利益取扱いや団体交渉拒否など、使用者に禁じられた行為。,2026年8月22日時点で、次の説明に当てはまる用語は何か。労働組合への加入を理由とする不利益取扱いや団体交渉拒否など、使用者に禁じられた行為。,不当労働行為,不当労働行為,労働組合への加入を理由とする不利益取扱いや団体交渉拒否など、使用者に禁じられた行為。,なし,なし,なし,なし,なし,e-Gov法令検索「労働組合法」,https://elaws.e-gov.go.jp/document?lawid=324AC0000000174,不当=ふとう
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000324,324,Deck 1・骨格,両方,複合,現代社会の課題,労働・社会保障・消費者・環境,最低賃金,さいていちんぎん,なし,なし,stable,該当なし,なし,PE-000324-C01,identify,使用者が労働者へ支払わなければならない賃金の最低額。,次の説明に当てはまる用語は何か。使用者が労働者へ支払わなければならない賃金の最低額。,最低賃金,最低賃金,使用者が労働者へ支払わなければならない賃金の最低額。,なし,なし,なし,なし,なし,厚生労働省「労働法の基礎」,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/koyou_roudou/roudouzenpan/labor_education.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000325,325,Deck 1・骨格,両方,複合,現代社会の課題,労働・社会保障・消費者・環境,同一労働同一賃金,どういつろうどうどういつちんぎん,なし,なし,stable,該当なし,なし,PE-000325-C01,identify,同じ企業内で、雇用形態だけを理由とする不合理な待遇差をなくす考え方。,次の説明に当てはまる用語は何か。同じ企業内で、雇用形態だけを理由とする不合理な待遇差をなくす考え方。,同一労働同一賃金,同一労働同一賃金,同じ企業内で、雇用形態だけを理由とする不合理な待遇差をなくす考え方。,なし,なし,なし,なし,なし,厚生労働省「労働法の基礎」,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/koyou_roudou/roudouzenpan/labor_education.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000326,326,Deck 1・骨格,両方,複合,現代社会の課題,労働・社会保障・消費者・環境,社会保障,しゃかいほしょう,なし,なし,stable,該当なし,なし,PE-000326-C01,identify,病気・失業・老齢・貧困などの生活上のリスクに対し、社会全体で生活を支える制度。,次の説明に当てはまる用語は何か。病気・失業・老齢・貧困などの生活上のリスクに対し、社会全体で生活を支える制度。,社会保障,社会保障,病気・失業・老齢・貧困などの生活上のリスクに対し、社会全体で生活を支える制度。,なし,なし,なし,なし,なし,厚生労働省「社会保障とは何か」,https://www.mhlw.go.jp/stf/newpage_21479.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000327,327,Deck 1・骨格,両方,複合,現代社会の課題,労働・社会保障・消費者・環境,社会保険,しゃかいほけん,なし,PE-000326,stable,該当なし,なし,PE-000327-C01,identify,保険料を主な財源とし、病気・老齢・失業・介護などのリスクに給付を行う制度。,次の説明に当てはまる用語は何か。保険料を主な財源とし、病気・老齢・失業・介護などのリスクに給付を行う制度。,社会保険,社会保険,保険料を主な財源とし、病気・老齢・失業・介護などのリスクに給付を行う制度。,公的扶助,社会保険は保険料中心、公的扶助は公費と資力調査が基本。,なし,なし,なし,厚生労働省「社会保障とは何か」,https://www.mhlw.go.jp/stf/newpage_21479.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000328,328,Deck 1・骨格,両方,複合,現代社会の課題,労働・社会保障・消費者・環境,公的扶助,こうてきふじょ,なし,PE-000326,stable,該当なし,なし,PE-000328-C01,identify,資力調査などに基づき、公費で最低生活を保障し自立を助ける制度。,次の説明に当てはまる用語は何か。資力調査などに基づき、公費で最低生活を保障し自立を助ける制度。,公的扶助,公的扶助,資力調査などに基づき、公費で最低生活を保障し自立を助ける制度。,なし,なし,なし,なし,なし,厚生労働省「社会保障とは何か」,https://www.mhlw.go.jp/stf/newpage_21479.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000329,329,Deck 1・骨格,両方,複合,現代社会の課題,労働・社会保障・消費者・環境,社会福祉,しゃかいふくし,なし,PE-000326,stable,該当なし,なし,PE-000329-C01,identify,高齢者・障害者・児童などが安定した社会生活を送れるようサービスや支援を行う制度。,次の説明に当てはまる用語は何か。高齢者・障害者・児童などが安定した社会生活を送れるようサービスや支援を行う制度。,社会福祉,社会福祉,高齢者・障害者・児童などが安定した社会生活を送れるようサービスや支援を行う制度。,なし,なし,なし,なし,なし,厚生労働省「社会保障とは何か」,https://www.mhlw.go.jp/stf/newpage_21479.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000330,330,Deck 1・骨格,両方,複合,現代社会の課題,労働・社会保障・消費者・環境,公衆衛生,こうしゅうえいせい,なし,PE-000326,stable,該当なし,なし,PE-000330-C01,identify,感染症対策、健康増進、食品安全などにより社会全体の健康を守る活動。,次の説明に当てはまる用語は何か。感染症対策、健康増進、食品安全などにより社会全体の健康を守る活動。,公衆衛生,公衆衛生,感染症対策、健康増進、食品安全などにより社会全体の健康を守る活動。,なし,なし,なし,なし,なし,厚生労働省「社会保障とは何か」,https://www.mhlw.go.jp/stf/newpage_21479.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000331,331,Deck 1・骨格,両方,複合,現代社会の課題,労働・社会保障・消費者・環境,国民皆保険,こくみんかいほけん,なし,なし,system_as_of_date,2026-08-22,なし,PE-000331-C01,identify,原則としてすべての国民が公的医療保険のいずれかに加入する仕組み。,2026年8月22日時点で、次の説明に当てはまる用語は何か。原則としてすべての国民が公的医療保険のいずれかに加入する仕組み。,国民皆保険,国民皆保険,原則としてすべての国民が公的医療保険のいずれかに加入する仕組み。,なし,なし,なし,なし,なし,厚生労働省「社会保障とは何か」,https://www.mhlw.go.jp/stf/newpage_21479.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000332,332,Deck 1・骨格,両方,複合,現代社会の課題,労働・社会保障・消費者・環境,国民皆年金,こくみんかいねんきん,なし,なし,system_as_of_date,2026-08-22,なし,PE-000332-C01,identify,原則としてすべての国民が公的年金制度の対象となる仕組み。,2026年8月22日時点で、次の説明に当てはまる用語は何か。原則としてすべての国民が公的年金制度の対象となる仕組み。,国民皆年金,国民皆年金,原則としてすべての国民が公的年金制度の対象となる仕組み。,なし,なし,なし,なし,なし,厚生労働省「社会保障とは何か」,https://www.mhlw.go.jp/stf/newpage_21479.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000333,333,Deck 1・骨格,両方,複合,現代社会の課題,労働・社会保障・消費者・環境,少子高齢化,しょうしこうれいか,なし,なし,stable,該当なし,なし,PE-000333-C01,identify,出生数・出生率の低下と、高齢者人口割合の上昇が同時に進む現象。,次の説明に当てはまる用語は何か。出生数・出生率の低下と、高齢者人口割合の上昇が同時に進む現象。,少子高齢化,少子高齢化,出生数・出生率の低下と、高齢者人口割合の上昇が同時に進む現象。,なし,なし,なし,なし,なし,厚生労働省「社会保障とは何か」,https://www.mhlw.go.jp/stf/newpage_21479.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000334,334,Deck 1・骨格,両方,複合,現代社会の課題,労働・社会保障・消費者・環境,消費者主権,しょうひしゃしゅけん,なし,なし,stable,該当なし,なし,PE-000334-C01,identify,消費者の選択が市場の生産内容を方向付けるという考え。,次の説明に当てはまる用語は何か。消費者の選択が市場の生産内容を方向付けるという考え。,消費者主権,消費者主権,消費者の選択が市場の生産内容を方向付けるという考え。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 公民編」,https://www.mext.go.jp/content/20211102-mxt_kyoiku02-100002620_04.pdf,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000335,335,Deck 1・骨格,両方,複合,現代社会の課題,労働・社会保障・消費者・環境,消費者基本法,しょうひしゃきほんほう,なし,なし,law_as_of_date,2026-08-22,消費者基本法,PE-000335-C01,identify,消費者の権利の尊重と自立支援を基本理念として、消費者政策の枠組みを定める法律。,2026年8月22日時点で、次の説明に当てはまる用語は何か。消費者の権利の尊重と自立支援を基本理念として、消費者政策の枠組みを定める法律。,消費者基本法,消費者基本法,消費者の権利の尊重と自立支援を基本理念として、消費者政策の枠組みを定める法律。,なし,なし,なし,なし,なし,e-Gov法令検索「消費者基本法」,https://elaws.e-gov.go.jp/document?lawid=343AC0000000078,なし
